ALGOTYPE,BallMoveCnt,Bucket,DEMO,Hypothesis,RESPONSE,STEP_Num,hypIndex,posteriorScore
Double,3,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/R,G/,/R,G/,/R,G/,/R,G/,/RR",R,3,3,-8.89706
Double,4,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/R,G/,/R,G/,/R,G/,/R,G/,/RR",G,4,3,-8.89706
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/R,G/,/R,G/,/R,G/,/R,G/,/RR",R,5,3,-8.89706
Double,6,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/R,G/,/R,G/,/R,G/,/R,G/,/RR",G,6,3,-8.89706
Double,7,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/R,G/,/R,G/,/R,G/,/R,G/,/RR",R,7,3,-8.89706
Double,8,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/R,G/,/R,G/,/R,G/,/R,G/,/RR",G,8,3,-8.89706
Double,9,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/R,G/,/R,G/,/R,G/,/R,G/,/RR",R,9,3,-8.89706
Double,10,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/R,G/,/R,G/,/R,G/,/R,G/,/RR",R,9,3,-8.89706
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",G,0,4,-10.0675
Double,1,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,1,4,-10.0675
Double,2,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,1,4,-10.0675
Double,3,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,2,4,-10.0675
Double,4,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,3,4,-10.0675
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,3,4,-10.0675
Double,6,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,4,4,-10.0675
Double,7,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,5,4,-10.0675
Double,8,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,5,4,-10.0675
Double,9,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,6,4,-10.0675
Double,10,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,7,4,-10.0675
Double,11,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,7,4,-10.0675
Double,12,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,8,4,-10.0675
Double,13,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,9,4,-10.0675
Double,14,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,9,4,-10.0675
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",G,0,5,-10.0759
Double,1,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",R,1,5,-10.0759
Double,2,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",R,1,5,-10.0759
Double,3,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",B,2,5,-10.0759
Double,4,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",R,3,5,-10.0759
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",R,3,5,-10.0759
Double,6,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",B,4,5,-10.0759
Double,7,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",R,5,5,-10.0759
Double,8,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",R,5,5,-10.0759
Double,9,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",B,6,5,-10.0759
Double,10,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",R,7,5,-10.0759
Double,11,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",R,7,5,-10.0759
Double,12,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",B,8,5,-10.0759
Double,13,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",R,9,5,-10.0759
Double,14,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR",R,9,5,-10.0759
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",B,0,6,-10.0798
Double,1,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,1,6,-10.0798
Double,2,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,1,6,-10.0798
Double,3,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",G,2,6,-10.0798
Double,4,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,3,6,-10.0798
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,3,6,-10.0798
Double,6,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",G,4,6,-10.0798
Double,7,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,5,6,-10.0798
Double,8,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,5,6,-10.0798
Double,9,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",G,6,6,-10.0798
Double,10,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,7,6,-10.0798
Double,11,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,7,6,-10.0798
Double,12,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",G,8,6,-10.0798
Double,13,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,9,6,-10.0798
Double,14,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,9,6,-10.0798
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",G,0,7,-10.1051
Double,1,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",R,1,7,-10.1051
Double,2,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",G,1,7,-10.1051
Double,3,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",G,2,7,-10.1051
Double,4,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",R,3,7,-10.1051
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",G,3,7,-10.1051
Double,6,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",G,4,7,-10.1051
Double,7,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",R,5,7,-10.1051
Double,8,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",G,5,7,-10.1051
Double,9,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",G,6,7,-10.1051
Double,10,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",R,7,7,-10.1051
Double,11,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",G,7,7,-10.1051
Double,12,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",G,8,7,-10.1051
Double,13,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",R,9,7,-10.1051
Double,14,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR",R,9,7,-10.1051
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,0,8,-10.1128
Double,1,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,1,8,-10.1128
Double,2,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,1,8,-10.1128
Double,3,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",G,2,8,-10.1128
Double,4,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,3,8,-10.1128
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,3,8,-10.1128
Double,6,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",G,4,8,-10.1128
Double,7,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,5,8,-10.1128
Double,8,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,5,8,-10.1128
Double,9,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",G,6,8,-10.1128
Double,10,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,7,8,-10.1128
Double,11,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,7,8,-10.1128
Double,12,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",G,8,8,-10.1128
Double,13,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,9,8,-10.1128
Double,14,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,9,8,-10.1128
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",G,0,9,-10.1191
Double,1,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",R,1,9,-10.1191
Double,2,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",R,1,9,-10.1191
Double,3,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",G,2,9,-10.1191
Double,4,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",R,3,9,-10.1191
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",R,3,9,-10.1191
Double,6,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",G,4,9,-10.1191
Double,7,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",R,5,9,-10.1191
Double,8,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",R,5,9,-10.1191
Double,9,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",G,6,9,-10.1191
Double,10,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",R,7,9,-10.1191
Double,11,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",R,7,9,-10.1191
Double,12,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",G,8,9,-10.1191
Double,13,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",R,9,9,-10.1191
Double,14,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB",B,9,9,-10.1191
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RB,G/,/RB,G/,/RB,G/,/RB,G/,/RR",G,0,10,-10.1544
